"owner_id","frequency","avg_mensal_income","avg_mensal_expenses","avg_transaction_count","owner_ager","account_age","min_balance","max_balance","gender","birth_year","name","region","no..of.inhabitants","ratio.of.urban.inhabitants","average.salary","unemploymant.rate..95","unemploymant.rate..96","no..of.enterpreneurs.per.1000.inhabitants","no..of.commited.crimes..95","no..of.commited.crimes..96","diffUnemploymant","avgUnemploymant","diffCrimes","avgCrimes","ratioCrimes","loan_id","amount","duration","payments","status","type"
10198,2,38675.0833333333,38580.2470588235,5.16666666666667,24,7,200,109178.4,2,1976,"Tachov","west Bohemia",51313,59.2,8930,3.52,4.2,108,1328,1452,0.68,3.86,124,1390,0.0270886519985189,6686,224604,36,6239,1,1
10200,2,25661.95,19600,3.4,20,7,500,65847.8,1,1980,"Rakovnik","central Bohemia",53921,41.3,8598,2.77,3.26,123,1597,1875,0.49,3.015,278,1736,0.0321952486044398,6687,87840,24,3660,1,1
10269,2,26467.43,27606.1777777778,5.5,60,6,900,112839.2,1,1940,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,6694,134784,24,5616,1,1
10275,2,12641.9538461538,11253.2833333333,6.21428571428571,30,7,800,46550.2,1,1970,"Vsetin","north Moravia",148545,53.5,8909,4.01,5.56,113,3460,3590,1.55,4.785,130,3525,0.0237301827728971,6696,89040,60,1484,1,1
10282,3,41134.725,39503.7142857143,6.25,21,5,200,108390.1,2,1979,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6698,247728,48,5161,1,1
10287,2,21450.7076923077,22046.0181818182,6.23076923076923,38,7,600,73069.1,1,1962,"Rychnov nad Kneznou","east Bohemia",78955,59,9060,1.78,2.44,124,1655,1717,0.66,2.11,62,1686,0.0213539357862073,6699,7656,24,319,1,1
10350,2,22741.9526315789,29259.8666666667,3.89473684210526,39,7,200,127508.6,1,1961,"Rokycany","west Bohemia",45714,55.6,8843,2.82,3.6,113,818,888,0.78,3.21,70,853,0.0186594916218226,6704,417060,60,6951,1,1
10382,2,23385.1277777778,22516.0117647059,8,35,6,900,66744.4,1,1965,"Strakonice","south Bohemia",70646,58.4,8547,2.65,3.64,120,1563,1542,0.99,3.145,-21,1552.5,0.0219757664977493,6712,266220,60,4437,1,1
10389,2,24611.7647058823,26131.3866666667,7.52941176470588,57,6,1100,70272.7,1,1943,"Strakonice","south Bohemia",70646,58.4,8547,2.65,3.64,120,1563,1542,0.99,3.145,-21,1552.5,0.0219757664977493,6715,220620,60,3677,1,1
10459,2,7833.42,4150,3,36,7,1100,33467,1,1964,"Kladno","central Bohemia",149893,67.4,9753,4.64,5.05,109,5244,5892,0.41,4.845,648,5568,0.0371464978351224,6721,21072,24,878,1,1
10475,2,18738.1318181818,18847.43,6.72727272727273,52,7,700,61993.3,1,1948,"Prachatice","south Bohemia",51428,52.7,8402,3.13,3.98,120,999,1099,0.85,3.555,100,1049,0.0203974488605429,6725,265320,36,7370,1,1
10479,2,12120,10956.3846153846,6.4,45,6,1000,44713.5,1,1955,"Benesov","central Bohemia",88884,46.7,8507,1.67,1.85,132,2159,2674,0.18,1.76,515,2416.5,0.027187120291616,6726,85860,60,1431,1,1
10510,2,41334.4,39526.075,6.58823529411765,55,7,1100,104902.4,1,1945,"Cheb","west Bohemia",87419,85.5,8624,1.79,2.66,102,2879,3198,0.87,2.225,319,3038.5,0.0347578901611778,6729,74688,12,6224,1,1
10528,2,41077.3416666667,48754.1777777778,5.75,48,5,600,127067.6,1,1952,"Pardubice","east Bohemia",162580,72.8,9538,1.51,1.81,111,6079,5410,0.3,1.66,-669,5744.5,0.0353333743387871,6732,174048,48,3626,1,1
10543,3,61781.6272727273,65696.2222222222,8.54545454545454,55,5,300,123928.2,1,1945,"Ceske Budejovice","south Bohemia",177686,74.8,10045,1.42,1.71,135,6604,6295,0.29,1.565,-309,6449.5,0.0362971759170672,6734,173016,36,4806,1,1
10555,1,16162.6,10600,2.5,65,6,800,58495.8,2,1935,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6736,288360,60,4806,1,1
10563,2,37886.1736842105,38480.3222222222,7.52631578947368,51,7,1000,104676.1,2,1949,"Frydek - Mistek","north Moravia",228848,57.2,9893,4.09,4.72,96,5623,5887,0.63,4.405,264,5755,0.0251476962874921,6737,76680,24,3195,1,1
10566,2,24825.4833333333,26507.2818181818,6.83333333333333,58,7,-2719.7,130801,1,1942,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,6738,230220,36,6395,-1,1
10636,2,66066.3555555556,66278.5882352941,9.27777777777778,29,7,400,148093,2,1971,"Zlin","south Moravia",197099,74.7,9624,1.6,2.31,145,4484,4265,0.71,1.955,-219,4374.5,0.0221944302101989,6745,47304,24,1971,1,1
10702,2,14452.8333333333,12550,3.16666666666667,62,4,800,52782.7,2,1938,"Pelhrimov","south Bohemia",74062,61.4,8114,2.38,2.62,119,1003,1181,0.24,2.5,178,1092,0.0147444033377441,6751,85716,36,2381,1,1
10818,2,14089.8384615385,12609.2909090909,5.38461538461539,28,6,600,55077.5,2,1972,"Zlin","south Moravia",197099,74.7,9624,1.6,2.31,145,4484,4265,0.71,1.955,-219,4374.5,0.0221944302101989,6764,33984,48,708,1,1
10963,3,41640.4933333333,40373.3333333333,7.9375,56,6,500,110933.4,2,1944,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6785,125340,60,2089,1,1
11050,2,21362.325,18930.6,4.875,43,4,800,63659.3,1,1957,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,6805,45024,48,938,1,1
11063,2,28105.0230769231,23972.9692307692,5.92857142857143,45,7,1100,153213.7,1,1955,"Zlin","south Moravia",197099,74.7,9624,1.6,2.31,145,4484,4265,0.71,1.955,-219,4374.5,0.0221944302101989,6808,227880,36,6330,1,1
11093,3,54571.7619047619,53571.5714285714,9.04761904761905,41,6,700,129557.3,2,1959,"Teplice","north Bohemia",128118,85.3,9317,6.49,7.07,97,6949,6872,0.58,6.78,-77,6910.5,0.0539385566430946,6810,186384,48,3883,1,1
11105,2,12017.42,9566.66666666667,3.6,43,5,700,46487.1,1,1957,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,6816,100224,48,2088,-1,1
11114,2,16525.4444444444,15781.625,5.3,48,4,600,55343.2,2,1952,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6817,70656,48,1472,1,1
11121,2,18808.3666666667,17759.4,7.16666666666667,29,5,200,75294.1,1,1971,"Olomouc","north Moravia",226122,62.6,8994,3.8,4.79,110,9672,9208,0.99,4.295,-464,9440,0.041747375310673,6818,155616,48,3242,1,1
11126,2,20745.9285714286,19499.12,4.14285714285714,35,7,900,62324.6,1,1965,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6820,38148,12,3179,1,1
11195,2,19508.2428571429,20713.6166666667,7.28571428571429,47,7,800,61043.3,2,1953,"Pardubice","east Bohemia",162580,72.8,9538,1.51,1.81,111,6079,5410,0.3,1.66,-669,5744.5,0.0353333743387871,6836,189300,60,3155,1,1
11208,2,38264.1285714286,34939.9,6,43,6,200,119138.8,1,1957,"Praha - vychod","central Bohemia",92084,46.7,10124,0.56,0.54,141,3810,4316,-0.02,0.55,506,4063,0.0441227574822988,6841,172080,48,3585,1,1
11314,2,12524.3333333333,13718.25,4,64,7,800,49590.4,2,1936,"Jicin","east Bohemia",77917,53.5,8390,2.28,2.89,132,2080,2122,0.61,2.585,42,2101,0.0269645905258159,6863,127080,60,2118,1,1
11327,2,13478.12,11800,2.2,53,4,800,43790.6,2,1947,"Olomouc","north Moravia",226122,62.6,8994,3.8,4.79,110,9672,9208,0.99,4.295,-464,9440,0.041747375310673,6865,29448,12,2454,-1,1
11372,2,11710.64,7100,3,39,7,800,48353.1,2,1961,"Praha - zapad","central Bohemia",75637,36.5,9622,0.45,0.59,154,3475,3529,0.14,0.52,54,3502,0.046300091225194,6876,86616,12,7218,1,1
11409,2,28692.9058823529,27286.9529411765,6.38888888888889,20,7,300,103467.2,1,1980,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6888,39576,12,3298,1,1
11461,2,25007.34,24260.1052631579,6.80952380952381,26,7,900,129123,2,1974,"Frydek - Mistek","north Moravia",228848,57.2,9893,4.09,4.72,96,5623,5887,0.63,4.405,264,5755,0.0251476962874921,6895,41904,12,3492,1,1
11497,2,27060.9666666667,23087.975,7.88888888888889,41,7,144.2,59944.2,1,1959,"Sokolov","west Bohemia",94812,81.8,9650,3.38,3.67,100,2985,2804,0.29,3.525,-181,2894.5,0.0305288360123191,6903,52128,24,2172,1,1
11574,3,26247.7555555556,26277.8125,5.33333333333333,56,7,600,116468.4,1,1944,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6919,120888,36,3358,1,1
11596,2,46071.8125,46488.1142857143,5.25,60,4,300,128146,1,1940,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,6921,86184,12,7182,1,1
11662,3,43158.0318181818,41090.7272727273,6.8695652173913,28,7,800,125887.5,2,1972,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6929,36396,12,3033,1,1
11685,2,26280.28,26955.4,3.66666666666667,35,5,400,71255.7,1,1965,"Zlin","south Moravia",197099,74.7,9624,1.6,2.31,145,4484,4265,0.71,1.955,-219,4374.5,0.0221944302101989,6933,188688,48,3931,1,1
11709,2,16453.7666666667,11253.65,3.33333333333333,39,4,500,60236.6,2,1961,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6940,228276,36,6341,1,1
11754,2,15373.0166666667,13378.25,2.83333333333333,34,4,1000,54705.1,2,1966,"Uherske Hradiste","south Moravia",145688,40.7,8544,1.29,1.86,109,2719,2906,0.57,1.575,187,2812.5,0.0193049530503542,6944,46176,48,962,1,1
11794,3,34953.6473684211,39625.25,5.4,30,6,300,119752.3,1,1970,"Tachov","west Bohemia",51313,59.2,8930,3.52,4.2,108,1328,1452,0.68,3.86,124,1390,0.0270886519985189,6949,104712,24,4363,1,1
11804,2,48125.8541666667,49270.4,7.95833333333333,56,7,400,147603.2,2,1944,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,6950,104712,24,4363,1,1
11851,1,78173.7823529412,77672.5,8.47058823529412,30,6,200,143453.3,2,1970,"Znojmo","south Moravia",114200,43.7,8403,5.74,5.72,105,2157,2718,-0.0200000000000005,5.73,561,2437.5,0.0213441330998249,6955,244368,48,5091,1,1
11866,2,21977.0782608696,23486.1809523809,6.65217391304348,63,7,8686.4,64494.1,2,1937,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,6960,76416,24,3184,1,1
11873,2,28238.54,21900,2.6,37,4,1100,83783.4,1,1963,"Louny","north Bohemia",85852,59.8,8965,7.08,8.23,104,2653,2822,1.15,7.655,169,2737.5,0.0318862693938406,6961,176148,36,4893,1,1
11886,2,63721.9578947368,65235.7888888889,8.25,59,7,800,151546.9,1,1941,"Trebic","south Moravia",117897,53.8,8814,4.76,5.74,107,2112,2059,0.98,5.25,-53,2085.5,0.0176891693596953,6965,139536,24,5814,1,1
11978,1,20778.675,19571.8181818182,6,29,6,500,58022.1,2,1971,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,6985,113796,36,3161,1,1
12003,2,24949.97,31858.7428571429,5.7,24,6,-669.7,82784.6,2,1976,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,6986,151728,48,3161,-1,1
12050,2,45554.4222222222,46907.525,8.77777777777778,57,5,200,117458.5,2,1943,"Usti nad Orlici","east Bohemia",139012,61.9,8363,2.52,3.49,108,2564,2799,0.97,3.005,235,2681.5,0.0192897016084942,6992,133968,48,2791,1,2
12079,3,29320.319047619,32216.6842105263,7.09523809523809,28,5,600,138010.1,1,1972,"Zlin","south Moravia",197099,74.7,9624,1.6,2.31,145,4484,4265,0.71,1.955,-219,4374.5,0.0221944302101989,6995,96168,12,8014,1,1
12095,2,33145.9833333333,32468.8173913043,5.5,61,7,400,94043.3,2,1939,"Praha - zapad","central Bohemia",75637,36.5,9622,0.45,0.59,154,3475,3529,0.14,0.52,54,3502,0.046300091225194,6996,126600,24,5275,1,1
12102,2,46842.2,47393.4,5.90909090909091,32,7,1100,119900.1,1,1968,"Strakonice","south Bohemia",70646,58.4,8547,2.65,3.64,120,1563,1542,0.99,3.145,-21,1552.5,0.0219757664977493,6998,97632,12,8136,1,1
12144,2,22981.32,22868.5777777778,5.95,20,7,900,71924.6,2,1980,"Pribram","central Bohemia",107870,58,8754,3.83,4.31,137,3804,3868,0.48,4.07,64,3836,0.0355613238157041,7004,331560,60,5526,1,1
12181,2,19905.4571428571,22040.04,5.14285714285714,39,5,300,63738,2,1961,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,7008,36168,12,3014,1,1
12220,2,13704.5,11587.5714285714,4.88888888888889,29,5,500,54628.1,1,1971,"Prostejov","south Moravia",110643,51.9,8441,3.45,4.48,115,1879,2252,1.03,3.965,373,2065.5,0.0186681489113636,7013,89340,60,1489,1,1
12303,2,16853.2666666667,16885.95,4.6,26,5,600,64981.1,1,1974,"Karlovy Vary","west Bohemia",122603,80,8991,1.39,2.01,128,5198,5273,0.62,1.7,75,5235.5,0.0427028702397168,7034,19044,36,529,1,1
12325,2,37094.66875,37286.8133333333,5.6875,36,5,600,138172.6,2,1964,"Mlada Boleslav","central Bohemia",112065,69.4,11277,1.25,1.44,127,5179,4987,0.19,1.345,-192,5083,0.0453576049614063,7036,194940,36,5415,1,1
12396,2,53253.2,49679.5454545454,6.58333333333333,30,7,1100,143605.7,1,1970,"Uherske Hradiste","south Moravia",145688,40.7,8544,1.29,1.86,109,2719,2906,0.57,1.575,187,2812.5,0.0193049530503542,7055,167100,60,2785,1,1
12416,3,43311.86875,40819.6875,7.875,27,6,800,108575.3,2,1973,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,7057,231696,36,6436,1,1
12432,2,37421.7411764706,37140.775,5.47058823529412,35,7,600,133454.9,2,1965,"Brno - venkov","south Moravia",157042,33.9,8743,1.88,2.43,111,3659,3894,0.55,2.155,235,3776.5,0.0240477069828454,7061,121896,24,5079,1,1
12464,2,10193.8166666667,6100,2.5,41,7,1000,50757,2,1959,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,7066,215388,36,5983,-1,1
12625,2,25022.1428571429,22200,3.28571428571429,42,7,400,89754.8,2,1958,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,7097,75624,24,3151,-1,1
12662,2,20784.8272727273,21940.5555555556,4.54545454545455,47,4,600,72330.4,2,1953,"Ceske Budejovice","south Bohemia",177686,74.8,10045,1.42,1.71,135,6604,6295,0.29,1.565,-309,6449.5,0.0362971759170672,7101,421008,48,8771,1,1
12695,2,24072.25,15442.8,2.83333333333333,21,7,800,79633.5,2,1979,"Frydek - Mistek","north Moravia",228848,57.2,9893,4.09,4.72,96,5623,5887,0.63,4.405,264,5755,0.0251476962874921,7104,259740,60,4329,1,1
12754,2,14416.9545454545,13687.875,4.09090909090909,40,7,1100,60432.4,2,1960,"Brno - venkov","south Moravia",157042,33.9,8743,1.88,2.43,111,3659,3894,0.55,2.155,235,3776.5,0.0240477069828454,7121,21924,36,609,1,1
12810,1,14796.0923076923,14153.2307692308,4.64285714285714,36,5,700,85626.9,2,1964,"Most","north Bohemia",119895,89.9,10446,7.34,9.4,90,4947,4743,2.06,8.37,-204,4845,0.0404103590641812,7130,123408,24,5142,1,3
12840,2,8917.62857142857,5242.92,3.28571428571429,61,4,800,42308.8,2,1939,"Prostejov","south Moravia",110643,51.9,8441,3.45,4.48,115,1879,2252,1.03,3.965,373,2065.5,0.0186681489113636,7136,54396,36,1511,1,1
12843,2,35394.1857142857,32348.0285714286,3.5,47,7,300,97912.7,2,1953,"Zdar nad Sazavou","south Moravia",125832,48.3,8512,3.51,4.12,102,2247,2103,0.61,3.815,-144,2175,0.0172849513637231,7137,151560,24,6315,1,1
12844,2,8378.93181818182,8813.58947368421,6.22727272727273,54,7,400,39393.9,2,1946,"Olomouc","north Moravia",226122,62.6,8994,3.8,4.79,110,9672,9208,0.99,4.295,-464,9440,0.041747375310673,7138,60000,60,1000,1,1
12859,2,16068.4647058824,16981.64,7.64705882352941,24,7,900,57707.2,1,1976,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,7142,482940,60,8049,-1,1
12943,1,12002.7857142857,8415.38461538462,2.26666666666667,30,5,200,87052.1,2,1970,"Brno - venkov","south Moravia",157042,33.9,8743,1.88,2.43,111,3659,3894,0.55,2.155,235,3776.5,0.0240477069828454,7154,417600,60,6960,1,3
13071,2,13007.8666666667,10675.75,2.66666666666667,44,5,300,51947.2,2,1956,"Usti nad Labem","north Bohemia",118650,85.6,9832,3.32,4.48,114,6445,5471,1.16,3.9,-974,5958,0.0502149178255373,7166,198240,24,8260,1,1
13113,2,45318.752173913,46308.5809523809,7,24,7,200,124900.7,2,1976,"Praha - zapad","central Bohemia",75637,36.5,9622,0.45,0.59,154,3475,3529,0.14,0.52,54,3502,0.046300091225194,7176,260028,36,7223,1,1
13190,2,19668.04375,19822,5.5625,44,6,1000,61782,2,1956,"Novy Jicin","north Moravia",161227,69.7,8678,5.93,5.57,102,4980,4595,-0.359999999999999,5.75,-385,4787.5,0.0296941579264019,7189,154656,48,3222,1,1
13201,3,19972.375,21654.3333333333,6.04761904761905,63,7,200,107692,2,1937,"Jicin","east Bohemia",77917,53.5,8390,2.28,2.89,132,2080,2122,0.61,2.585,42,2101,0.0269645905258159,7192,115992,36,3222,1,1
13231,2,19436.5333333333,18169.76,4.41666666666667,41,5,700,61939.6,2,1959,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,7194,68832,36,1912,1,1
13260,3,10342.76,9800,2.7,23,7,800,78327.5,1,1977,"Bruntal","north Moravia",106054,63.1,8110,5.77,6.55,109,3244,3079,0.78,6.16,-165,3161.5,0.0298102853263432,7198,45768,12,3814,1,1
13380,2,19649.3416666667,20218.6545454545,5.46153846153846,58,5,700,68048.1,2,1942,"Znojmo","south Moravia",114200,43.7,8403,5.74,5.72,105,2157,2718,-0.0200000000000005,5.73,561,2437.5,0.0213441330998249,7213,113544,36,3154,1,1
13412,3,22945.16,22344,5.53333333333333,46,7,1000,70288.4,2,1954,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,7220,131292,36,3647,1,1
13447,2,22665.7666666667,23175,2.66666666666667,30,7,300,74413.6,1,1970,"Svitavy","east Bohemia",102609,52,8187,4.83,5.45,94,2123,2134,0.62,5.14,11,2128.5,0.0207437944039996,7226,197748,36,5493,1,1
13451,3,63199.19375,64046.6666666667,8.125,45,6,500,128119.4,1,1955,"Chrudim","east Bohemia",105606,53,8254,2.79,3.76,97,2166,2325,0.97,3.275,159,2245.5,0.0212629964206579,7227,314520,60,5242,1,1
13480,2,44437.0684210526,42232.9578947368,6.2,47,5,1100,119527.2,2,1953,"Jindrichuv Hradec","south Bohemia",93931,56.9,8427,1.12,1.54,107,1874,1913,0.42,1.33,39,1893.5,0.0201584141550713,7233,115812,36,3217,1,1
13490,3,30423.9666666667,21523.5,4.57142857142857,31,7,8897,81723.5,1,1969,"Pisek","south Bohemia",70699,65.3,8968,2.83,3.35,131,1740,1910,0.52,3.09,170,1825,0.0258136607307034,7235,154416,48,3217,1,1
13539,3,39475.3,39202.3333333333,3.85714285714286,22,7,600,122893.1,2,1978,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,7240,274740,60,4579,1,1
13548,2,46037.155,49802.1555555555,8,24,7,-517.7,120806.4,2,1976,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,7241,168984,24,7041,-1,1
13576,2,34740.2727272727,33986.36,5.18181818181818,26,5,400,109774.3,2,1974,"Olomouc","north Moravia",226122,62.6,8994,3.8,4.79,110,9672,9208,0.99,4.295,-464,9440,0.041747375310673,7243,217152,36,6032,1,2
13590,3,18433.8,22751.6,4.42857142857143,23,4,400,63289.9,2,1977,"Kromeriz","south Moravia",108871,62.1,8444,3.24,3.47,106,2595,2305,0.23,3.355,-290,2450,0.0225036970359416,7246,148920,60,2482,1,1
13603,2,12781.94375,11846.1428571429,4.875,59,7,1100,52365,2,1941,"Praha - zapad","central Bohemia",75637,36.5,9622,0.45,0.59,154,3475,3529,0.14,0.52,54,3502,0.046300091225194,7249,69360,48,1445,1,1
13657,2,42991.6666666667,45625.45,6.11111111111111,37,7,900,123863.4,1,1963,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,7259,108144,36,3004,1,1
13687,2,15332.18,10333.3333333333,2.6,41,7,500,52246,2,1959,"Prerov","north Moravia",138032,64.6,8819,5.38,5.66,99,4063,4505,0.28,5.52,442,4284,0.0310362814419845,7262,182628,36,5073,1,1
13690,3,43107.9,35292,4.83333333333333,37,5,800,116004.2,2,1963,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,7263,89880,24,3745,1,1
13750,2,41205.347826087,40658.0818181818,6.21739130434783,20,6,900,115913.4,1,1980,"Pribram","central Bohemia",107870,58,8754,3.83,4.31,137,3804,3868,0.48,4.07,64,3836,0.0355613238157041,7271,392460,60,6541,1,1
13845,2,10042.7555555556,9907.97142857143,4.77777777777778,27,7,1000,41469.1,2,1973,"Cesky Krumlov","south Bohemia",58796,51.9,9045,3.13,3.6,124,1845,1879,0.47,3.365,34,1862,0.0316688210082319,7284,52788,12,4399,1,1
13955,3,38698.4166666667,41497.2,3,55,5,200,104039.9,1,1945,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,7304,419880,60,6998,1,1
13968,2,29678.7454545455,28511.3545454545,6.68181818181818,32,6,1000,81705.8,2,1968,"Trebic","south Moravia",117897,53.8,8814,4.76,5.74,107,2112,2059,0.98,5.25,-53,2085.5,0.0176891693596953,7305,54024,12,4502,1,2
13971,2,17036.0666666667,17795.4923076923,7.13333333333333,38,5,1000,56055.6,1,1962,"Bruntal","north Moravia",106054,63.1,8110,5.77,6.55,109,3244,3079,0.78,6.16,-165,3161.5,0.0298102853263432,7308,129408,24,5392,1,1
