"owner_id","frequency","avg_mensal_income","avg_mensal_expenses","avg_transaction_count","owner_ager","account_age","min_balance","max_balance","gender","birth_year","name","region","no..of.inhabitants","ratio.of.urban.inhabitants","average.salary","unemploymant.rate..95","unemploymant.rate..96","no..of.enterpreneurs.per.1000.inhabitants","no..of.commited.crimes..95","no..of.commited.crimes..96","diffUnemploymant","avgUnemploymant","diffCrimes","avgCrimes","ratioCrimes","amount","duration","payments","status","type"
3335,"monthly issuance",62003.6,66782.8266666666,8.94117647058824,33,7,500,141386,"Male",1967,"Prachatice","south Bohemia",51428,52.7,8402,3.13,3.98,120,999,1099,0.85,3.555,100,1049,0.0203974488605429,111384,24,4641,1,""
3336,"monthly issuance",47088.7468085107,47180.1782608696,6.68085106382979,49,7,200,136040.4,"Female",1951,"Zlin","south Moravia",197099,74.7,9624,1.6,2.31,145,4484,4265,0.71,1.955,-219,4374.5,0.0221944302101989,0,0,0,0,""
3337,"monthly issuance",16358.54,10600,2.6,48,4,1100,65999.4,"Male",1952,"Blansko","south Moravia",107911,50.9,8240,2.53,3.56,99,1850,1903,1.03,3.045,53,1876.5,0.0173893300960977,0,0,0,0,""
3340,"monthly issuance",19938.21,18924.25,4.8,24,4,600,63379.2,"Male",1976,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,0,0,0,0,""
3342,"monthly issuance",4884.02432432433,4512.49090909091,5.16216216216216,27,7,900,34671,"Male",1973,"Opava","north Moravia",182027,56.4,8746,3.33,3.74,90,4355,4433,0.41,3.535,78,4394,0.0241392760414664,0,0,0,0,""
3344,"monthly issuance",5105.97027027027,4662.2705882353,7.27027027027027,39,7,1100,33534.8,"Male",1961,"Havlickuv Brod","east Bohemia",95907,59.1,8388,2.41,2.94,87,1658,1668,0.53,2.675,10,1663,0.0173397145151032,0,0,0,0,""
3345,"monthly issuance",21015.1170731707,21226.5025641026,5.75609756097561,59,7,400,68840.6,"Female",1941,"Litomerice","north Bohemia",114006,62.3,9065,4.46,5.39,123,4147,4166,0.93,4.925,19,4156.5,0.0364586074417136,0,0,0,0,""
3347,"monthly issuance",11961.5727272727,10484.1777777778,4,64,4,300,50503.6,"Male",1936,"Praha - zapad","central Bohemia",75637,36.5,9622,0.45,0.59,154,3475,3529,0.14,0.52,54,3502,0.046300091225194,0,0,0,0,""
3348,"monthly issuance",16305.8428571429,14810.44,3.71428571428571,22,4,800,58548.1,"Female",1978,"Louny","north Bohemia",85852,59.8,8965,7.08,8.23,104,2653,2822,1.15,7.655,169,2737.5,0.0318862693938406,0,0,0,0,""
3349,"monthly issuance",7872.59090909091,7530.91111111111,4.72727272727273,37,4,300,35344.6,"Male",1963,"Havlickuv Brod","east Bohemia",95907,59.1,8388,2.41,2.94,87,1658,1668,0.53,2.675,10,1663,0.0173397145151032,0,0,0,0,""
3355,"monthly issuance",13970.8891891892,14277.2342857143,5.89189189189189,47,7,500,50657.9,"Male",1953,"Louny","north Bohemia",85852,59.8,8965,7.08,8.23,104,2653,2822,1.15,7.655,169,2737.5,0.0318862693938406,0,0,0,0,""
3356,"monthly issuance",18665.3906976744,18031.7512195122,7.67441860465116,26,7,1100,75172.4,"Male",1974,"Opava","north Moravia",182027,56.4,8746,3.33,3.74,90,4355,4433,0.41,3.535,78,4394,0.0241392760414664,0,0,0,0,"classic"
3357,"monthly issuance",14463.0384615385,14083.3454545455,3.92307692307692,46,5,600,58884.5,"Female",1954,"Vyskov","south Moravia",86513,50.5,8288,3.79,4.52,110,1562,1460,0.73,4.155,-102,1511,0.0174655832071481,0,0,0,0,""
3358,"monthly issuance",7130.43684210526,4991.56666666667,5.94736842105263,25,5,200,51323.7,"Male",1975,"Jindrichuv Hradec","south Bohemia",93931,56.9,8427,1.12,1.54,107,1874,1913,0.42,1.33,39,1893.5,0.0201584141550713,0,0,0,0,""
3360,"monthly issuance",7077.23571428571,5418.76666666667,5.21428571428571,24,5,300,58934.4,"Female",1976,"Hradec Kralove","east Bohemia",161854,76.3,9425,1.72,2.5,125,4085,3891,0.78,2.11,-194,3988,0.0246394899106602,0,0,0,0,""
3366,"monthly issuance",15493.6518518519,15708.072,5.33333333333333,41,6,300,51823.8,"Female",1959,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,0,0,0,0,""
3368,"monthly issuance",14254.6333333333,13548.8,7.30555555555556,48,6,600,67460,"Female",1952,"Ceske Budejovice","south Bohemia",177686,74.8,10045,1.42,1.71,135,6604,6295,0.29,1.565,-309,6449.5,0.0362971759170672,0,0,0,0,""
3369,"monthly issuance",17646.7703703704,16291.408,5.2962962962963,48,6,200,79277.8,"Male",1952,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
3372,"monthly issuance",6593.4,2650,2.6,30,4,300,29262.5,"Male",1970,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
3373,"monthly issuance",3451.3,3343.54117647059,4.41025641025641,48,7,800,24531.4,"Male",1952,"Pardubice","east Bohemia",162580,72.8,9538,1.51,1.81,111,6079,5410,0.3,1.66,-669,5744.5,0.0353333743387871,0,0,0,0,""
3375,"monthly issuance",12811.02,6800,2.6,46,4,1000,43655,"Male",1954,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,0,0,0,0,""
3376,"monthly issuance",17976.84,16200,2.6,55,4,300,64227.6,"Female",1945,"Praha - zapad","central Bohemia",75637,36.5,9622,0.45,0.59,154,3475,3529,0.14,0.52,54,3502,0.046300091225194,0,0,0,0,""
3381,"monthly issuance",21260.1655172414,21221.3851851852,5.62068965517241,35,6,200,66516.8,"Female",1965,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,0,0,0,0,""
3382,"weekly issuance",37676.434375,38852.9677419355,7.33333333333333,46,6,200,122984.4,"Male",1954,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,0,0,0,0,""
3386,"monthly issuance",4732.5975,4181.32432432433,5.4,60,7,900,34609.5,"Female",1940,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
3387,"monthly issuance",46196.2692307692,41602.9692307692,5.69230769230769,57,5,300,130769.6,"Male",1943,"Jihlava","south Moravia",109164,63.6,8757,3.38,3.95,96,2212,2471,0.57,3.665,259,2341.5,0.0214493789161262,0,0,0,0,""
3388,"monthly issuance",7548.54545454545,5810.95,3.54545454545455,35,4,900,39913.3,"Female",1965,"Blansko","south Moravia",107911,50.9,8240,2.53,3.56,99,1850,1903,1.03,3.045,53,1876.5,0.0173893300960977,0,0,0,0,""
3389,"monthly issuance",2793.8125,2231.6,2.25,33,4,1000,18222.4,"Female",1967,"Most","north Bohemia",119895,89.9,10446,7.34,9.4,90,4947,4743,2.06,8.37,-204,4845,0.0404103590641812,0,0,0,0,""
3391,"monthly issuance",22212.3333333333,12300,3,29,4,32051,61083.3,"Male",1971,"Havlickuv Brod","east Bohemia",95907,59.1,8388,2.41,2.94,87,1658,1668,0.53,2.675,10,1663,0.0173397145151032,0,0,0,0,""
3392,"monthly issuance",5660.328,6566.66666666667,2.08,25,6,700,87195.2,"Female",1975,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
3393,"monthly issuance",16324.088,16040.4608695652,6.04,46,6,700,52824.9,"Female",1954,"Opava","north Moravia",182027,56.4,8746,3.33,3.74,90,4355,4433,0.41,3.535,78,4394,0.0241392760414664,0,0,0,0,""
3394,"monthly issuance",12808.6636363636,12573.41,7.22727272727273,20,5,1000,48177.6,"Female",1980,"Zdar nad Sazavou","south Moravia",125832,48.3,8512,3.51,4.12,102,2247,2103,0.61,3.815,-144,2175,0.0172849513637231,0,0,0,0,""
3395,"monthly issuance",40586.2083333333,44186.36,5.08333333333333,38,4,1746.9,142681.3,"Male",1962,"Kladno","central Bohemia",149893,67.4,9753,4.64,5.05,109,5244,5892,0.41,4.845,648,5568,0.0371464978351224,0,0,0,0,""
3396,"monthly issuance",26796.4166666667,18608.04,3.66666666666667,23,4,200,70847.4,"Female",1977,"Pisek","south Bohemia",70699,65.3,8968,2.83,3.35,131,1740,1910,0.52,3.09,170,1825,0.0258136607307034,0,0,0,0,""
3397,"monthly issuance",15425.9459459459,15389.9485714286,7.94594594594595,26,7,800,49428.8,"Female",1974,"Karlovy Vary","west Bohemia",122603,80,8991,1.39,2.01,128,5198,5273,0.62,1.7,75,5235.5,0.0427028702397168,0,0,0,0,""
3399,"monthly issuance",4528.68,4523.925,4.53333333333333,68,7,500,29044.4,"Male",1932,"Olomouc","north Moravia",226122,62.6,8994,3.8,4.79,110,9672,9208,0.99,4.295,-464,9440,0.041747375310673,0,0,0,0,""
3404,"monthly issuance",15099.3022222222,14720.8976744186,5,60,7,13672,72669.3,"Female",1940,"Breclav","south Moravia",124605,46,8772,4.69,4.98,126,2854,3158,0.29,4.835,304,3006,0.0241242325749368,0,0,0,0,""
3405,"monthly issuance",43776.9833333333,43072.712195122,6,51,7,1000,122103.3,"Male",1949,"Teplice","north Bohemia",128118,85.3,9317,6.49,7.07,97,6949,6872,0.58,6.78,-77,6910.5,0.0539385566430946,0,0,0,0,""
3407,"monthly issuance",19509.79,18948.9285714286,6.56666666666667,27,6,900,74077,"Female",1973,"Jablonec n. Nisou","north Bohemia",88768,80.5,8867,1.02,1.21,130,3384,3620,0.19,1.115,236,3502,0.0394511535688536,0,0,0,0,""
3410,"monthly issuance",9449.05,5259.15,3.16666666666667,35,4,1000,40242.5,"Male",1965,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,0,0,0,0,""
3412,"monthly issuance",3315.54666666667,3234.85,4.57777777777778,25,7,300,26054.8,"Male",1975,"Hodonin","south Moravia",161954,48,8720,3.73,4.5,116,3729,3651,0.77,4.115,-78,3690,0.0227842473788854,0,0,0,0,""
3414,"monthly issuance",15821.44,14585.425,4.3,53,7,800,51971.4,"Female",1947,"Praha - zapad","central Bohemia",75637,36.5,9622,0.45,0.59,154,3475,3529,0.14,0.52,54,3502,0.046300091225194,50460,60,841,1,""
3415,"monthly issuance",26490.3166666667,20478.3,3.66666666666667,27,4,1000,77540.4,"Female",1973,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,0,0,0,0,""
3421,"monthly issuance",15237.8470588235,15952.8533333333,6.17647058823529,53,5,900,53212.8,"Male",1947,"Strakonice","south Bohemia",70646,58.4,8547,2.65,3.64,120,1563,1542,0.99,3.145,-21,1552.5,0.0219757664977493,0,0,0,0,""
3424,"monthly issuance",4272.89411764706,4174.6,3.58823529411765,82,5,400,23790,"Male",1918,"Zlin","south Moravia",197099,74.7,9624,1.6,2.31,145,4484,4265,0.71,1.955,-219,4374.5,0.0221944302101989,0,0,0,0,""
3425,"monthly issuance",20181.2533333333,17505.5384615385,6.26666666666667,30,5,1000,77387.7,"Male",1970,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,0,0,0,0,""
3426,"monthly issuance",7312.91333333333,6556.26666666667,4.8,22,5,200,80996.9,"Male",1978,"Opava","north Moravia",182027,56.4,8746,3.33,3.74,90,4355,4433,0.41,3.535,78,4394,0.0241392760414664,0,0,0,0,""
3427,"monthly issuance",19724.6357142857,19524.95,4.57142857142857,20,5,1100,67413.7,"Male",1980,"Havlickuv Brod","east Bohemia",95907,59.1,8388,2.41,2.94,87,1658,1668,0.53,2.675,10,1663,0.0173397145151032,0,0,0,0,"junior"
3429,"monthly issuance",24410.0428571429,23623.9666666667,4.14285714285714,59,4,500,62166.1,"Male",1941,"Nachod","east Bohemia",112709,73.5,8369,1.79,2.31,117,2854,2618,0.52,2.05,-236,2736,0.0242749026253449,0,0,0,0,""
3430,"weekly issuance",47691.5688888889,48575.1860465116,7.73333333333333,49,7,900,135737.4,"Male",1951,"Beroun","central Bohemia",75232,41.7,8980,1.95,2.21,111,2824,2813,0.26,2.08,-11,2818.5,0.0374641110165887,0,0,0,0,""
3431,"monthly issuance",22340.3476190476,22438.4842105263,7.85714285714286,21,5,800,73395.5,"Female",1979,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,0,0,0,0,""
3432,"monthly issuance",31273.662962963,31185.536,5.7037037037037,27,6,400,141848.1,"Male",1973,"Cesky Krumlov","south Bohemia",58796,51.9,9045,3.13,3.6,124,1845,1879,0.47,3.365,34,1862,0.0316688210082319,0,0,0,0,""
3433,"monthly issuance",10230.6,10092.805,5.5,38,7,1100,42351.5,"Male",1962,"Novy Jicin","north Moravia",161227,69.7,8678,5.93,5.57,102,4980,4595,-0.359999999999999,5.75,-385,4787.5,0.0296941579264019,0,0,0,0,""
3435,"monthly issuance",3210.38648648649,3225.475,6.2972972972973,55,7,200,24145.5,"Female",1945,"Ceske Budejovice","south Bohemia",177686,74.8,10045,1.42,1.71,135,6604,6295,0.29,1.565,-309,6449.5,0.0362971759170672,0,0,0,0,""
3438,"monthly issuance",21372.7083333333,20728.22,3.91666666666667,58,4,400,80297.6,"Male",1942,"Hradec Kralove","east Bohemia",161854,76.3,9425,1.72,2.5,125,4085,3891,0.78,2.11,-194,3988,0.0246394899106602,0,0,0,0,""
3441,"monthly issuance",9891.228125,9059.64,5.53125,42,6,1100,47971.4,"Male",1958,"Prerov","north Moravia",138032,64.6,8819,5.38,5.66,99,4063,4505,0.28,5.52,442,4284,0.0310362814419845,0,0,0,0,""
3443,"monthly issuance",6613.185,6794.75,5.175,66,7,900,33950.8,"Female",1934,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
3445,"monthly issuance",13218.0692307692,12260.4333333333,6,21,5,700,85959.5,"Female",1979,"Pelhrimov","south Bohemia",74062,61.4,8114,2.38,2.62,119,1003,1181,0.24,2.5,178,1092,0.0147444033377441,0,0,0,0,""
3447,"monthly issuance",5523,4539.76666666667,4.8125,51,5,600,37151.9,"Female",1949,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,0,0,0,0,""
3449,"monthly issuance",4028.99411764706,3022.85,3.52941176470588,72,5,400,32233.3,"Male",1928,"Plzen - jih","west Bohemia",67298,43.8,8561,0.65,1.29,110,1029,1127,0.64,0.97,98,1078,0.0160183066361556,0,0,0,0,""
3450,"monthly issuance",15330.9954545455,15656.56,5.18181818181818,24,5,600,52671.6,"Male",1976,"Klatovy","west Bohemia",88757,61.7,8554,2.47,2.68,113,1822,2218,0.21,2.575,396,2020,0.0227587683224985,0,0,0,0,""
3453,"monthly issuance",10639.3764705882,10903.0857142857,5.58823529411765,50,5,200,46710.4,"Male",1950,"Breclav","south Moravia",124605,46,8772,4.69,4.98,126,2854,3158,0.29,4.835,304,3006,0.0241242325749368,0,0,0,0,""
3454,"monthly issuance",35426.6692307692,36250.1789473685,5.92307692307692,51,7,1637.3,143331.5,"Female",1949,"Praha - zapad","central Bohemia",75637,36.5,9622,0.45,0.59,154,3475,3529,0.14,0.52,54,3502,0.046300091225194,0,0,0,0,""
3457,"monthly issuance",5889.77872340425,5989.26666666667,5.08510638297872,77,7,300,38704.7,"Female",1923,"Louny","north Bohemia",85852,59.8,8965,7.08,8.23,104,2653,2822,1.15,7.655,169,2737.5,0.0318862693938406,0,0,0,0,""
3458,"monthly issuance",26505.9534883721,26191.2,6.7906976744186,47,7,31205.8,77240.8,"Male",1953,"Decin","north Bohemia",133777,84.7,8705,5.75,7.61,116,4650,4859,1.86,6.68,209,4754.5,0.0355404890227767,0,0,0,0,"classic"
3459,"monthly issuance",9852.70833333333,9857.82,5,36,4,200,43278.6,"Female",1964,"Ceske Budejovice","south Bohemia",177686,74.8,10045,1.42,1.71,135,6604,6295,0.29,1.565,-309,6449.5,0.0362971759170672,0,0,0,0,""
3461,"monthly issuance",15515.98,13803.5,5,42,4,800,61712.9,"Male",1958,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,0,0,0,0,""
3463,"monthly issuance",13625.6772727273,13478.84,7.86363636363636,21,5,200,51538.2,"Female",1979,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
3464,"monthly issuance",18271.04375,17158.6857142857,4.625,47,5,900,61349.8,"Male",1953,"Hradec Kralove","east Bohemia",161854,76.3,9425,1.72,2.5,125,4085,3891,0.78,2.11,-194,3988,0.0246394899106602,0,0,0,0,""
3465,"monthly issuance",23567.3605263158,22823.7611111111,5.63157894736842,58,7,900,93404.7,"Male",1942,"Sokolov","west Bohemia",94812,81.8,9650,3.38,3.67,100,2985,2804,0.29,3.525,-181,2894.5,0.0305288360123191,0,0,0,0,""
3466,"monthly issuance",4890.66451612903,4825.21538461539,4.25806451612903,64,6,800,29367.7,"Female",1936,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
3469,"monthly issuance",9030.45714285714,4930.24,3.42857142857143,25,4,800,50779.6,"Female",1975,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
3470,"monthly issuance",6351.42666666667,6594.7,3.73333333333333,63,5,600,35077.1,"Female",1937,"Usti nad Orlici","east Bohemia",139012,61.9,8363,2.52,3.49,108,2564,2799,0.97,3.005,235,2681.5,0.0192897016084942,0,0,0,0,""
3476,"monthly issuance",18759.22,18872.6511627907,5.62222222222222,32,7,200,63653.2,"Female",1968,"Usti nad Orlici","east Bohemia",139012,61.9,8363,2.52,3.49,108,2564,2799,0.97,3.005,235,2681.5,0.0192897016084942,0,0,0,0,""
3477,"monthly issuance",49431.9789473684,49792.5555555555,5.78947368421053,35,5,800,125337.9,"Male",1965,"Litomerice","north Bohemia",114006,62.3,9065,4.46,5.39,123,4147,4166,0.93,4.925,19,4156.5,0.0364586074417136,0,0,0,0,"classic"
3482,"monthly issuance",18743.9976744186,18859.8243902439,5.7906976744186,59,7,600,60749.2,"Female",1941,"Novy Jicin","north Moravia",161227,69.7,8678,5.93,5.57,102,4980,4595,-0.359999999999999,5.75,-385,4787.5,0.0296941579264019,0,0,0,0,""
3483,"monthly issuance",9783.07291666666,9379.54222222222,5.77083333333333,60,7,700,49650.1,"Male",1940,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,0,0,0,0,""
3484,"monthly issuance",8524.2,5220,2,28,4,600,50450,"Male",1972,"Chrudim","east Bohemia",105606,53,8254,2.79,3.76,97,2166,2325,0.97,3.275,159,2245.5,0.0212629964206579,0,0,0,0,""
3486,"monthly issuance",8085.76170212766,7224.79555555556,5.59574468085106,38,7,1100,60695.6,"Male",1962,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
3487,"monthly issuance",23181.3,9650,3,41,4,800,73425.3,"Male",1959,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
3488,"monthly issuance",7154.03333333333,6740.82666666667,5.63636363636364,45,6,900,39478.3,"Male",1955,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
3489,"monthly issuance",21053.7333333333,14464.9,3.16666666666667,34,4,900,75644.6,"Male",1966,"Sumperk","north Moravia",127369,51.2,8369,4.73,5.88,107,3736,2807,1.15,5.305,-929,3271.5,0.0256852138275405,0,0,0,0,""
3490,"monthly issuance",3615.4,4579.93333333333,3,80,4,700,20730,"Male",1920,"Prachatice","south Bohemia",51428,52.7,8402,3.13,3.98,120,999,1099,0.85,3.555,100,1049,0.0203974488605429,0,0,0,0,""
3492,"monthly issuance",37638.21,38067.6666666667,4.5,30,4,900,105349.6,"Female",1970,"Mlada Boleslav","central Bohemia",112065,69.4,11277,1.25,1.44,127,5179,4987,0.19,1.345,-192,5083,0.0453576049614063,0,0,0,0,""
3493,"monthly issuance",25696,25297.0222222222,5.45454545454545,35,4,500,74362.4,"Female",1965,"Jesenik","north Moravia",42821,48.4,8173,7.01,7.01,124,1358,1358,0,7.01,0,1358,0.0317134116438196,0,0,0,0,""
3497,"monthly issuance",3176.20909090909,2706.93333333333,3.54545454545455,30,4,700,20882.4,"Female",1970,"Most","north Bohemia",119895,89.9,10446,7.34,9.4,90,4947,4743,2.06,8.37,-204,4845,0.0404103590641812,0,0,0,0,""
3498,"monthly issuance",49668.8073170732,49666.79,5.82926829268293,62,7,1100,155009.1,"Male",1938,"Pelhrimov","south Bohemia",74062,61.4,8114,2.38,2.62,119,1003,1181,0.24,2.5,178,1092,0.0147444033377441,0,0,0,0,""
3499,"monthly issuance",19906.2608695652,20274.3454545454,5.76086956521739,31,7,300,64150.9,"Male",1969,"Prachatice","south Bohemia",51428,52.7,8402,3.13,3.98,120,999,1099,0.85,3.555,100,1049,0.0203974488605429,0,0,0,0,""
3500,"monthly issuance",3226.94782608696,3100.50243902439,5.47826086956522,40,7,400,25097.9,"Male",1960,"Rokycany","west Bohemia",45714,55.6,8843,2.82,3.6,113,818,888,0.78,3.21,70,853,0.0186594916218226,0,0,0,0,""
3502,"monthly issuance",12959.2,2400,2,48,4,800,25890,"Male",1952,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,0,0,0,0,""
3507,"monthly issuance",21719.4770833333,22106.4739130435,6.54166666666667,54,7,200,74804.6,"Female",1946,"Ceska Lipa","north Bohemia",105058,81,9272,2.8,3.22,118,4340,4505,0.42,3.01,165,4422.5,0.0420957947038779,0,0,0,0,""
3508,"monthly issuance",23768.921875,22239.0387096774,5.15625,30,6,300,71209.5,"Male",1970,"Louny","north Bohemia",85852,59.8,8965,7.08,8.23,104,2653,2822,1.15,7.655,169,2737.5,0.0318862693938406,0,0,0,0,""
3510,"monthly issuance",16316.3,18246.625,3.7,61,4,800,64869.9,"Male",1939,"Rakovnik","central Bohemia",53921,41.3,8598,2.77,3.26,123,1597,1875,0.49,3.015,278,1736,0.0321952486044398,0,0,0,0,""
3511,"monthly issuance",14440.2,14033.432,4.62962962962963,37,6,1000,56700.6,"Male",1963,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,0,0,0,0,""
3512,"monthly issuance",15019.3,10800,2.5,54,4,200,53639.2,"Male",1946,"Semily","east Bohemia",75685,60.8,8208,1.89,2.26,155,1660,2123,0.37,2.075,463,1891.5,0.0249917420889212,0,0,0,0,""
3513,"monthly issuance",6820.5875,6890.43243243244,4.85,78,7,700,33901.5,"Male",1922,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,0,0,0,0,""
3516,"monthly issuance",12942,10707.5714285714,4.44444444444444,29,4,200,59180.2,"Female",1971,"Jihlava","south Moravia",109164,63.6,8757,3.38,3.95,96,2212,2471,0.57,3.665,259,2341.5,0.0214493789161262,0,0,0,0,""
3518,"monthly issuance",12367.4043478261,12819.3714285714,6.65217391304348,45,5,900,51788.5,"Female",1955,"Decin","north Bohemia",133777,84.7,8705,5.75,7.61,116,4650,4859,1.86,6.68,209,4754.5,0.0355404890227767,0,0,0,0,""
3519,"monthly issuance",43908.525,53351.3,5.45,51,6,1100,147375.1,"Male",1949,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,380160,60,6336,1,""
3520,"monthly issuance",4435.8,4587.4125,5.37837837837838,72,7,1100,23455,"Female",1928,"Mlada Boleslav","central Bohemia",112065,69.4,11277,1.25,1.44,127,5179,4987,0.19,1.345,-192,5083,0.0453576049614063,0,0,0,0,""
3521,"monthly issuance",11932.875,4600,3,36,4,300,43131.4,"Male",1964,"Kladno","central Bohemia",149893,67.4,9753,4.64,5.05,109,5244,5892,0.41,4.845,648,5568,0.0371464978351224,0,0,0,0,""
3522,"monthly issuance",51313.4904761905,50891.2,5.64285714285714,37,7,500,133321.5,"Male",1963,"Hodonin","south Moravia",161954,48,8720,3.73,4.5,116,3729,3651,0.77,4.115,-78,3690,0.0227842473788854,0,0,0,0,""
3524,"monthly issuance",17668.62,9566.66666666667,2.6,55,4,300,59643,"Female",1945,"Frydek - Mistek","north Moravia",228848,57.2,9893,4.09,4.72,96,5623,5887,0.63,4.405,264,5755,0.0251476962874921,0,0,0,0,""
3527,"monthly issuance",15755.5,16407.7,5.4,22,5,200,51633.3,"Male",1978,"Vsetin","north Moravia",148545,53.5,8909,4.01,5.56,113,3460,3590,1.55,4.785,130,3525,0.0237301827728971,0,0,0,0,""
3529,"monthly issuance",13702,9750,2.5,27,4,500,47782,"Male",1973,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,0,0,0,0,""
3530,"monthly issuance",29997.4741935484,30048.7133333333,5.2258064516129,29,6,200,134459.9,"Female",1971,"Jindrichuv Hradec","south Bohemia",93931,56.9,8427,1.12,1.54,107,1874,1913,0.42,1.33,39,1893.5,0.0201584141550713,0,0,0,0,""
3531,"monthly issuance",4077.06666666667,4316.38947368421,4.04166666666667,80,5,500,24285.1,"Male",1920,"Hradec Kralove","east Bohemia",161854,76.3,9425,1.72,2.5,125,4085,3891,0.78,2.11,-194,3988,0.0246394899106602,0,0,0,0,""
3532,"monthly issuance",11697.0148148148,10568.848,4.48148148148148,65,6,700,53300.6,"Male",1935,"Breclav","south Moravia",124605,46,8772,4.69,4.98,126,2854,3158,0.29,4.835,304,3006,0.0241242325749368,0,0,0,0,""
3533,"monthly issuance",7912.02708333333,7887.18260869565,5.70833333333333,37,7,1000,41715.7,"Female",1963,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,0,0,0,0,""
3534,"monthly issuance",12045.1083333333,11562.5826086956,8.375,29,7,600,54022.2,"Female",1971,"Svitavy","east Bohemia",102609,52,8187,4.83,5.45,94,2123,2134,0.62,5.14,11,2128.5,0.0207437944039996,0,0,0,0,""
3536,"monthly issuance",5478.58648648649,5399.1625,4.24324324324324,78,7,500,32371.7,"Male",1922,"Brno - venkov","south Moravia",157042,33.9,8743,1.88,2.43,111,3659,3894,0.55,2.155,235,3776.5,0.0240477069828454,0,0,0,0,""
3537,"monthly issuance",36864.9333333333,33196.175,4.55555555555556,54,4,400,104851.3,"Male",1946,"Trutnov","east Bohemia",121947,70.5,8541,2.51,2.97,131,3496,3839,0.46,2.74,343,3667.5,0.030074540579104,0,0,0,0,""
