"gender","birth_year","name","region","no..of.inhabitants","ratio.of.urban.inhabitants","average.salary","unemploymant.rate..95","unemploymant.rate..96","no..of.enterpreneurs.per.1000.inhabitants","no..of.commited.crimes..95","no..of.commited.crimes..96","diffUnemploymant","avgUnemploymant","diffCrimes","avgCrimes","ratioCrimes","frequency","avg_mensal_income","avg_mensal_expenses","avg_transaction_count","account_age","min_balance","max_balance","amount","duration","payments","status","type"
"Female",1967,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,"monthly issuance",10082.3058823529,10222.4142857143,5.41176470588235,5,600,41426.3,NA,NA,NA,NA,NA
"Female",1947,"Decin","north Bohemia",133777,84.7,8705,5.75,7.61,116,4650,4859,1.86,6.68,209,4754.5,0.0355404890227767,"monthly issuance",42117.6727272727,43384.1463414634,5.68181818181818,7,1000,149565.6,NA,NA,NA,NA,NA
"Male",1952,"Kutna Hora","central Bohemia",77963,51.5,8546,2.95,4.02,126,2640,3120,1.07,3.485,480,2880,0.0369406000282185,"monthly issuance",17762.47,15435.95,4,4,300,70766.5,NA,NA,NA,NA,NA
"Female",1978,"Benesov","central Bohemia",88884,46.7,8507,1.67,1.85,132,2159,2674,0.18,1.76,515,2416.5,0.027187120291616,"monthly issuance",5072.88205128205,4849.02857142857,5.48717948717949,7,300,36897.8,NA,NA,NA,NA,NA
"Male",1966,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",11283.84,10902.3214285714,4.46666666666667,6,400,48794.6,NA,NA,NA,NA,NA
"Female",1937,"Vsetin","north Moravia",148545,53.5,8909,4.01,5.56,113,3460,3590,1.55,4.785,130,3525,0.0237301827728971,"monthly issuance",21787.2463414634,22226.5025641026,5.70731707317073,7,900,70302.2,NA,NA,NA,NA,NA
"Male",1942,"Novy Jicin","north Moravia",161227,69.7,8678,5.93,5.57,102,4980,4595,-0.359999999999999,5.75,-385,4787.5,0.0296941579264019,"monthly issuance",3057.705,2759.22857142857,4.975,7,400,28134.2,NA,NA,NA,NA,NA
"Male",1939,"Domazlice","west Bohemia",58400,52.4,8620,1.1,1.25,100,1089,1117,0.15,1.175,28,1103,0.0188869863013699,"monthly issuance",12192.1875,9368.63333333333,3.5,4,1100,43821.7,NA,NA,NA,NA,NA
"Male",1953,"Rychnov nad Kneznou","east Bohemia",78955,59,9060,1.78,2.44,124,1655,1717,0.66,2.11,62,1686,0.0213539357862073,"monthly issuance",7472.91707317073,7533.68947368421,5.63414634146341,7,500,37342.3,NA,NA,NA,NA,NA
"Male",1956,"Vyskov","south Moravia",86513,50.5,8288,3.79,4.52,110,1562,1460,0.73,4.155,-102,1511,0.0174655832071481,"monthly issuance",5328.34666666667,5528.08333333333,4.2,5,200,31041.8,NA,NA,NA,NA,NA
"Male",1972,"Kromeriz","south Moravia",108871,62.1,8444,3.24,3.47,106,2595,2305,0.23,3.355,-290,2450,0.0225036970359416,"monthly issuance",26935.36,24743.6666666667,4,4,400,81490.5,177744,48,3703,-1,NA
"Female",1968,"Pisek","south Bohemia",70699,65.3,8968,2.83,3.35,131,1740,1910,0.52,3.09,170,1825,0.0258136607307034,"weekly issuance",47562.6333333333,40436,6.83333333333333,4,400,105662.7,NA,NA,NA,NA,"classic"
"Female",1976,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",4918.86666666666,5253.77391304348,5.66666666666667,6,600,27526.5,NA,NA,NA,NA,NA
"Male",1948,"Vsetin","north Moravia",148545,53.5,8909,4.01,5.56,113,3460,3590,1.55,4.785,130,3525,0.0237301827728971,"issuance after transaction",47258.16,46131.1028571429,6.57142857142857,6,-378.8,142420.4,NA,NA,NA,NA,NA
"Female",1921,"Most","north Bohemia",119895,89.9,10446,7.34,9.4,90,4947,4743,2.06,8.37,-204,4845,0.0404103590641812,"monthly issuance",20961.35,10450,3,4,1000,62945.4,NA,NA,NA,NA,NA
"Female",1933,"Svitavy","east Bohemia",102609,52,8187,4.83,5.45,94,2123,2134,0.62,5.14,11,2128.5,0.0207437944039996,"monthly issuance",20050.7846153846,21056.0727272727,3.92307692307692,5,400,60061.6,NA,NA,NA,NA,NA
"Male",1919,"Plzen - mesto","west Bohemia",170449,100,10787,2.64,3.09,131,6041,6261,0.45,2.865,220,6151,0.0360870406983907,"monthly issuance",3216.2,2687.6,2.9,4,900,21483.8,NA,NA,NA,NA,NA
"Male",1976,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,"monthly issuance",15721.69375,15825.0739130435,7.66666666666667,7,1100,54876.8,NA,NA,NA,NA,NA
"Female",1942,"Kladno","central Bohemia",149893,67.4,9753,4.64,5.05,109,5244,5892,0.41,4.845,648,5568,0.0371464978351224,"monthly issuance",53144.26,49734.4666666667,5.8,4,1100,114652.7,NA,NA,NA,NA,NA
"Female",1980,"Plzen - jih","west Bohemia",67298,43.8,8561,0.65,1.29,110,1029,1127,0.64,0.97,98,1078,0.0160183066361556,"monthly issuance",33139.8090909091,29795.02,4.45454545454545,4,700,104654.7,NA,NA,NA,NA,NA
"Female",1932,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",22251.9580645161,21491.94,7.45161290322581,6,1100,69512.3,NA,NA,NA,NA,NA
"Female",1957,"Jicin","east Bohemia",77917,53.5,8390,2.28,2.89,132,2080,2122,0.61,2.585,42,2101,0.0269645905258159,"monthly issuance",26070.6444444444,26264.4418604651,5.75555555555556,7,800,71889,NA,NA,NA,NA,NA
"Female",1952,"Praha - vychod","central Bohemia",92084,46.7,10124,0.56,0.54,141,3810,4316,-0.02,0.55,506,4063,0.0441227574822988,"monthly issuance",14283.125,9800,2.5,4,600,54593.1,NA,NA,NA,NA,NA
"Female",1980,"Kromeriz","south Moravia",108871,62.1,8444,3.24,3.47,106,2595,2305,0.23,3.355,-290,2450,0.0225036970359416,"monthly issuance",23626.8886363636,23064.8571428571,5.72727272727273,7,700,98608.8,NA,NA,NA,NA,NA
"Male",1959,"Karlovy Vary","west Bohemia",122603,80,8991,1.39,2.01,128,5198,5273,0.62,1.7,75,5235.5,0.0427028702397168,"monthly issuance",14730.2526315789,14128.7058823529,6.94736842105263,5,900,49684.9,NA,NA,NA,NA,NA
"Female",1952,"Olomouc","north Moravia",226122,62.6,8994,3.8,4.79,110,9672,9208,0.99,4.295,-464,9440,0.041747375310673,"monthly issuance",13085.6181818182,12756.7952380952,7.88636363636364,7,600,50944.4,NA,NA,NA,NA,NA
"Male",1938,"Ostrava - mesto","north Moravia",323870,100,10673,4.75,5.44,100,18782,18347,0.69,5.095,-435,18564.5,0.0573208386080835,"monthly issuance",14082.714893617,13525.64,5.82978723404255,7,400,62421.5,NA,NA,NA,NA,NA
"Female",1951,"Praha - zapad","central Bohemia",75637,36.5,9622,0.45,0.59,154,3475,3529,0.14,0.52,54,3502,0.046300091225194,"monthly issuance",5520.48863636364,5914.65142857143,2.79545454545455,7,400,68146.5,NA,NA,NA,NA,NA
"Female",1947,"Teplice","north Bohemia",128118,85.3,9317,6.49,7.07,97,6949,6872,0.58,6.78,-77,6910.5,0.0539385566430946,"monthly issuance",12371.805,11411.7,8.425,7,10427,72035.9,NA,NA,NA,NA,NA
"Female",1939,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",17610.44,16538.125,4,4,800,62772.4,NA,NA,NA,NA,NA
"Male",1977,"Prerov","north Moravia",138032,64.6,8819,5.38,5.66,99,4063,4505,0.28,5.52,442,4284,0.0310362814419845,"monthly issuance",38498.3108695652,38196.5244444445,5.97826086956522,7,200,98687.1,NA,NA,NA,NA,NA
"Male",1962,"Zdar nad Sazavou","south Moravia",125832,48.3,8512,3.51,4.12,102,2247,2103,0.61,3.815,-144,2175,0.0172849513637231,"monthly issuance",19734.8,19986.4,3.16666666666667,4,900,69614.9,NA,NA,NA,NA,NA
"Male",1930,"Mlada Boleslav","central Bohemia",112065,69.4,11277,1.25,1.44,127,5179,4987,0.19,1.345,-192,5083,0.0453576049614063,"monthly issuance",6086.87,6015.76923076923,4.83333333333333,6,900,33664.2,NA,NA,NA,NA,NA
"Female",1960,"Cheb","west Bohemia",87419,85.5,8624,1.79,2.66,102,2879,3198,0.87,2.225,319,3038.5,0.0347578901611778,"monthly issuance",39868.6,34225.5333333333,5.25,4,1100,83880.6,NA,NA,NA,NA,NA
"Male",1965,"Pisek","south Bohemia",70699,65.3,8968,2.83,3.35,131,1740,1910,0.52,3.09,170,1825,0.0258136607307034,"monthly issuance",8206.97,5924.125,3.8,4,600,43731.7,NA,NA,NA,NA,"classic"
"Male",1963,"Olomouc","north Moravia",226122,62.6,8994,3.8,4.79,110,9672,9208,0.99,4.295,-464,9440,0.041747375310673,"weekly issuance",29260.8605263158,32429.1454545455,4.84615384615385,7,-8961.1,135344.3,NA,NA,NA,NA,NA
"Male",1920,"Bruntal","north Moravia",106054,63.1,8110,5.77,6.55,109,3244,3079,0.78,6.16,-165,3161.5,0.0298102853263432,"monthly issuance",5422.584375,5504.97037037037,4.40625,6,600,29639.8,NA,NA,NA,NA,NA
"Male",1958,"Beroun","central Bohemia",75232,41.7,8980,1.95,2.21,111,2824,2813,0.26,2.08,-11,2818.5,0.0374641110165887,"monthly issuance",16386.0388888889,15859.4294117647,6.38888888888889,6,400,66793.5,NA,NA,NA,NA,NA
"Male",1958,"Prerov","north Moravia",138032,64.6,8819,5.38,5.66,99,4063,4505,0.28,5.52,442,4284,0.0310362814419845,"monthly issuance",7768.96052631579,6984.87027027027,6.44736842105263,7,800,60472.8,NA,NA,NA,NA,NA
"Male",1979,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",2986.25434782609,2941.8380952381,5.71739130434783,7,600,24428.2,NA,NA,NA,NA,NA
"Male",1941,"Rokycany","west Bohemia",45714,55.6,8843,2.82,3.6,113,818,888,0.78,3.21,70,853,0.0186594916218226,"monthly issuance",3268.28717948718,3331.0705882353,4.61538461538461,7,700,25845.8,NA,NA,NA,NA,NA
"Male",1943,"Brno - venkov","south Moravia",157042,33.9,8743,1.88,2.43,111,3659,3894,0.55,2.155,235,3776.5,0.0240477069828454,"monthly issuance",26088.2958333333,26270.7191489362,6,7,1100,84562.3,NA,NA,NA,NA,NA
"Female",1949,"Znojmo","south Moravia",114200,43.7,8403,5.74,5.72,105,2157,2718,-0.0200000000000005,5.73,561,2437.5,0.0213441330998249,"monthly issuance",3890.7275,3641.41666666667,5.25,7,400,32953,NA,NA,NA,NA,NA
"Female",1939,"Rokycany","west Bohemia",45714,55.6,8843,2.82,3.6,113,818,888,0.78,3.21,70,853,0.0186594916218226,"monthly issuance",13811.2611111111,13906.0941176471,6.69444444444444,6,900,57369.3,NA,NA,NA,NA,NA
"Male",1936,"Zlin","south Moravia",197099,74.7,9624,1.6,2.31,145,4484,4265,0.71,1.955,-219,4374.5,0.0221944302101989,"monthly issuance",7087.41333333333,3960.43333333333,4.73333333333333,5,1000,60988.9,NA,NA,NA,NA,NA
"Female",1954,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",7305.93636363636,8140.40714285715,2.35294117647059,6,900,68463.7,77184,36,2144,1,NA
"Male",1929,"Opava","north Moravia",182027,56.4,8746,3.33,3.74,90,4355,4433,0.41,3.535,78,4394,0.0241392760414664,"monthly issuance",16577.9375,16206.5391304348,7.41666666666667,7,200,61344.7,NA,NA,NA,NA,NA
"Female",1919,"Litomerice","north Bohemia",114006,62.3,9065,4.46,5.39,123,4147,4166,0.93,4.925,19,4156.5,0.0364586074417136,"monthly issuance",18628.26,14833.3333333333,2.6,4,900,70366.8,NA,NA,NA,NA,NA
"Male",1951,"Mlada Boleslav","central Bohemia",112065,69.4,11277,1.25,1.44,127,5179,4987,0.19,1.345,-192,5083,0.0453576049614063,"monthly issuance",20911.7772727273,21237.54,5.27272727272727,5,1100,62966,NA,NA,NA,NA,NA
"Female",1920,"Usti nad Orlici","east Bohemia",139012,61.9,8363,2.52,3.49,108,2564,2799,0.97,3.005,235,2681.5,0.0192897016084942,"monthly issuance",25169.9,23611.1043478261,5.29166666666667,5,1100,97129.8,NA,NA,NA,NA,NA
"Female",1925,"Chrudim","east Bohemia",105606,53,8254,2.79,3.76,97,2166,2325,0.97,3.275,159,2245.5,0.0212629964206579,"monthly issuance",6035.03333333333,7091.85,4.41666666666667,4,5896,29870.3,NA,NA,NA,NA,NA
"Female",1928,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",6447.10952380953,6646.96842105264,5.21428571428571,7,1100,33874.4,NA,NA,NA,NA,NA
"Male",1971,"Breclav","south Moravia",124605,46,8772,4.69,4.98,126,2854,3158,0.29,4.835,304,3006,0.0241242325749368,"monthly issuance",4081.20869565217,4594.37777777778,3.95652173913043,5,200,25142.1,NA,NA,NA,NA,NA
"Female",1948,"Trebic","south Moravia",117897,53.8,8814,4.76,5.74,107,2112,2059,0.98,5.25,-53,2085.5,0.0176891693596953,"monthly issuance",1442.3696969697,1123.52941176471,1.63157894736842,7,700,28498.1,NA,NA,NA,NA,NA
"Female",1928,"Vsetin","north Moravia",148545,53.5,8909,4.01,5.56,113,3460,3590,1.55,4.785,130,3525,0.0237301827728971,"monthly issuance",5877.83076923077,5297.26666666667,4,5,1100,32369.4,NA,NA,NA,NA,NA
"Male",1939,"Kromeriz","south Moravia",108871,62.1,8444,3.24,3.47,106,2595,2305,0.23,3.355,-290,2450,0.0225036970359416,"monthly issuance",19764.55,18555.7090909091,5.38461538461539,7,700,64577.8,NA,NA,NA,NA,NA
"Male",1939,"Novy Jicin","north Moravia",161227,69.7,8678,5.93,5.57,102,4980,4595,-0.359999999999999,5.75,-385,4787.5,0.0296941579264019,"monthly issuance",22372.7425,21896.6578947368,5.525,7,700,82960.9,NA,NA,NA,NA,NA
"Male",1980,"Plzen - jih","west Bohemia",67298,43.8,8561,0.65,1.29,110,1029,1127,0.64,0.97,98,1078,0.0160183066361556,"monthly issuance",8142.81860465116,7764.695,7.23255813953488,7,200,45315.8,NA,NA,NA,NA,NA
"Male",1952,"Blansko","south Moravia",107911,50.9,8240,2.53,3.56,99,1850,1903,1.03,3.045,53,1876.5,0.0173893300960977,"monthly issuance",32584.7842105263,32919.7513513514,8.10526315789474,7,1100,81760.6,NA,NA,NA,NA,NA
"Male",1945,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",11103.6809523809,10144.73,6.40476190476191,7,300,60832.6,NA,NA,NA,NA,NA
"Male",1936,"Mlada Boleslav","central Bohemia",112065,69.4,11277,1.25,1.44,127,5179,4987,0.19,1.345,-192,5083,0.0453576049614063,"monthly issuance",27143.3181818182,28512.8,5.36363636363636,4,1000,83952.2,NA,NA,NA,NA,NA
"Male",1924,"Louny","north Bohemia",85852,59.8,8965,7.08,8.23,104,2653,2822,1.15,7.655,169,2737.5,0.0318862693938406,"issuance after transaction",17003.28,12575,3.16666666666667,7,600,52378.2,NA,NA,NA,NA,NA
"Female",1965,"Usti nad Orlici","east Bohemia",139012,61.9,8363,2.52,3.49,108,2564,2799,0.97,3.005,235,2681.5,0.0192897016084942,"monthly issuance",7150,833.333333333333,1,4,1100,28600,NA,NA,NA,NA,NA
"Male",1957,"Zlin","south Moravia",197099,74.7,9624,1.6,2.31,145,4484,4265,0.71,1.955,-219,4374.5,0.0221944302101989,"monthly issuance",40189.0692307692,42348.975,7.53846153846154,6,400,131296,NA,NA,NA,NA,NA
"Female",1975,"Tabor","south Bohemia",103347,67,9104,1.51,2.07,123,2299,2354,0.56,1.79,55,2326.5,0.0225115387964818,"monthly issuance",21807.27,20729.125,3.6,4,400,80163.5,NA,NA,NA,NA,NA
"Female",1970,"Sokolov","west Bohemia",94812,81.8,9650,3.38,3.67,100,2985,2804,0.29,3.525,-181,2894.5,0.0305288360123191,"monthly issuance",54616.9428571429,57362.92,4.42857142857143,4,800,144885.5,NA,NA,NA,NA,NA
"Male",1964,"Mlada Boleslav","central Bohemia",112065,69.4,11277,1.25,1.44,127,5179,4987,0.19,1.345,-192,5083,0.0453576049614063,"monthly issuance",21483.8340909091,21139.7534883721,5.81818181818182,7,400,64236.8,NA,NA,NA,NA,NA
"Female",1943,"Blansko","south Moravia",107911,50.9,8240,2.53,3.56,99,1850,1903,1.03,3.045,53,1876.5,0.0173893300960977,"monthly issuance",6572.85,6753.13658536586,5.06521739130435,7,400,37657.8,NA,NA,NA,NA,NA
"Male",1974,"Sumperk","north Moravia",127369,51.2,8369,4.73,5.88,107,3736,2807,1.15,5.305,-929,3271.5,0.0256852138275405,"monthly issuance",6534.38484848485,6061.94482758621,4.90909090909091,6,500,43578.6,NA,NA,NA,NA,NA
"Male",1963,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",7365.77708333334,7437.32727272727,4.97916666666667,7,800,72589.7,NA,NA,NA,NA,NA
"Female",1980,"Nachod","east Bohemia",112709,73.5,8369,1.79,2.31,117,2854,2618,0.52,2.05,-236,2736,0.0242749026253449,"monthly issuance",22522.1083333333,22451.68,5.33333333333333,4,300,64560,NA,NA,NA,NA,"junior"
"Male",1930,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",3013.25,2285.6,1.5,4,1000,18035,NA,NA,NA,NA,NA
"Female",1982,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",5663.76956521739,5248.81052631579,4.60869565217391,5,1100,62498.1,NA,NA,NA,NA,NA
"Male",1938,"Frydek - Mistek","north Moravia",228848,57.2,9893,4.09,4.72,96,5623,5887,0.63,4.405,264,5755,0.0251476962874921,"monthly issuance",6062.08181818182,6079.45714285714,4,4,500,30370.5,NA,NA,NA,NA,NA
"Male",1953,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",9922.70909090909,9480.24,5.18181818181818,5,800,42315.8,NA,NA,NA,NA,NA
"Male",1979,"Prachatice","south Bohemia",51428,52.7,8402,3.13,3.98,120,999,1099,0.85,3.555,100,1049,0.0203974488605429,"monthly issuance",15476.26,12700,2.6,4,500,55324.3,NA,NA,NA,NA,NA
"Female",1926,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",24101.0904761905,24438.1894736842,5.28571428571429,5,200,77308.1,NA,NA,NA,NA,NA
"Female",1964,"Hl.m. Praha","Prague",1204953,100,12541,0.29,0.43,167,85677,99107,0.14,0.36,13430,92392,0.0766768496364588,"monthly issuance",15233.5533333333,15275.8461538462,4,5,300,57248.1,NA,NA,NA,NA,NA
"Male",1960,"Bruntal","north Moravia",106054,63.1,8110,5.77,6.55,109,3244,3079,0.78,6.16,-165,3161.5,0.0298102853263432,"monthly issuance",3595.875,2778.6,3.5,4,1000,20681.4,NA,NA,NA,NA,NA
"Female",1974,"Blansko","south Moravia",107911,50.9,8240,2.53,3.56,99,1850,1903,1.03,3.045,53,1876.5,0.0173893300960977,"monthly issuance",23763.8125,22109.64,4.5,5,300,75621.7,NA,NA,NA,NA,NA
"Male",1973,"Rokycany","west Bohemia",45714,55.6,8843,2.82,3.6,113,818,888,0.78,3.21,70,853,0.0186594916218226,"monthly issuance",42782.1642857143,42274.11,6,7,800,142272.1,NA,NA,NA,NA,NA
"Male",1967,"Praha - zapad","central Bohemia",75637,36.5,9622,0.45,0.59,154,3475,3529,0.14,0.52,54,3502,0.046300091225194,"monthly issuance",3500.48918918919,3044.75625,5.32432432432432,7,700,34759.4,NA,NA,NA,NA,NA
"Female",1965,"Tabor","south Bohemia",103347,67,9104,1.51,2.07,123,2299,2354,0.56,1.79,55,2326.5,0.0225115387964818,"monthly issuance",10547.2071428571,10727.17,5.19047619047619,7,500,43746.6,NA,NA,NA,NA,NA
"Female",1947,"Liberec","north Bohemia",159617,85.2,9198,3.33,4.28,131,5796,6132,0.95,3.805,336,5964,0.0373644411309572,"monthly issuance",21368.6666666667,16140.3,4,4,800,69781,NA,NA,NA,NA,NA
"Female",1927,"Rakovnik","central Bohemia",53921,41.3,8598,2.77,3.26,123,1597,1875,0.49,3.015,278,1736,0.0321952486044398,"monthly issuance",15475.4657894737,15590.1055555555,6.31578947368421,7,800,52675.5,NA,NA,NA,NA,NA
"Female",1950,"Kromeriz","south Moravia",108871,62.1,8444,3.24,3.47,106,2595,2305,0.23,3.355,-290,2450,0.0225036970359416,"monthly issuance",7746.74210526316,7767.57777777778,5.81578947368421,7,600,37435.8,NA,NA,NA,NA,NA
"Female",1976,"Sokolov","west Bohemia",94812,81.8,9650,3.38,3.67,100,2985,2804,0.29,3.525,-181,2894.5,0.0305288360123191,"monthly issuance",24408.784375,25400.2933333333,4.6875,6,400,80488.7,NA,NA,NA,NA,NA
"Male",1957,"Teplice","north Bohemia",128118,85.3,9317,6.49,7.07,97,6949,6872,0.58,6.78,-77,6910.5,0.0539385566430946,"monthly issuance",25656.7279069767,25502.3707317073,4.51162790697674,7,1100,143241.5,NA,NA,NA,NA,NA
"Female",1920,"Klatovy","west Bohemia",88757,61.7,8554,2.47,2.68,113,1822,2218,0.21,2.575,396,2020,0.0227587683224985,"monthly issuance",16805.9296296296,15846.128,6.11111111111111,6,700,64463.6,NA,NA,NA,NA,NA
"Female",1978,"Klatovy","west Bohemia",88757,61.7,8554,2.47,2.68,113,1822,2218,0.21,2.575,396,2020,0.0227587683224985,"monthly issuance",5472.06,2800,1.4,4,1100,27324,NA,NA,NA,NA,NA
"Male",1966,"Kladno","central Bohemia",149893,67.4,9753,4.64,5.05,109,5244,5892,0.41,4.845,648,5568,0.0371464978351224,"monthly issuance",6793.01724137931,7026.7076923077,4.82758620689655,6,200,40328.8,NA,NA,NA,NA,NA
"Female",1956,"Breclav","south Moravia",124605,46,8772,4.69,4.98,126,2854,3158,0.29,4.835,304,3006,0.0241242325749368,"monthly issuance",32068.284375,32481.129032258,5.5625,6,400,120180.6,NA,NA,NA,NA,NA
"Male",1980,"Pelhrimov","south Bohemia",74062,61.4,8114,2.38,2.62,119,1003,1181,0.24,2.5,178,1092,0.0147444033377441,"monthly issuance",7676.59047619048,6820.92631578948,5.95238095238095,5,500,40433.2,NA,NA,NA,NA,NA
"Female",1972,"Znojmo","south Moravia",114200,43.7,8403,5.74,5.72,105,2157,2718,-0.0200000000000005,5.73,561,2437.5,0.0213441330998249,"monthly issuance",8088.32380952381,7453.42222222222,5.85714285714286,5,600,48802.9,NA,NA,NA,NA,NA
"Female",1971,"Rakovnik","central Bohemia",53921,41.3,8598,2.77,3.26,123,1597,1875,0.49,3.015,278,1736,0.0321952486044398,"monthly issuance",13004.1875,6134.6,4.125,4,500,73375.1,NA,NA,NA,NA,NA
"Male",1948,"Jicin","east Bohemia",77917,53.5,8390,2.28,2.89,132,2080,2122,0.61,2.585,42,2101,0.0269645905258159,"monthly issuance",5506.25833333333,5411.6,4.95833333333333,5,400,32986.2,NA,NA,NA,NA,NA
"Male",1964,"Beroun","central Bohemia",75232,41.7,8980,1.95,2.21,111,2824,2813,0.26,2.08,-11,2818.5,0.0374641110165887,"monthly issuance",2783.5625,2831.6,2.625,4,300,16017.7,NA,NA,NA,NA,NA
"Female",1965,"Jindrichuv Hradec","south Bohemia",93931,56.9,8427,1.12,1.54,107,1874,1913,0.42,1.33,39,1893.5,0.0201584141550713,"monthly issuance",9347.10227272727,8595.36666666666,5.68181818181818,7,900,50281.4,NA,NA,NA,NA,NA
"Male",1967,"Pelhrimov","south Bohemia",74062,61.4,8114,2.38,2.62,119,1003,1181,0.24,2.5,178,1092,0.0147444033377441,"monthly issuance",33995.3666666667,15200,2.66666666666667,4,900,71586.1,NA,NA,NA,NA,NA
"Female",1964,"Jablonec n. Nisou","north Bohemia",88768,80.5,8867,1.02,1.21,130,3384,3620,0.19,1.115,236,3502,0.0394511535688536,"monthly issuance",62003.6,66782.8266666666,8.94117647058824,7,500,141386,NA,NA,NA,NA,NA
"Male",1925,"Trutnov","east Bohemia",121947,70.5,8541,2.51,2.97,131,3496,3839,0.46,2.74,343,3667.5,0.030074540579104,"monthly issuance",47088.7468085107,47180.1782608696,6.68085106382979,7,200,136040.4,NA,NA,NA,NA,NA
"Male",1937,"Jihlava","south Moravia",109164,63.6,8757,3.38,3.95,96,2212,2471,0.57,3.665,259,2341.5,0.0214493789161262,"monthly issuance",16358.54,10600,2.6,4,1100,65999.4,NA,NA,NA,NA,NA
"Female",1961,"Kromeriz","south Moravia",108871,62.1,8444,3.24,3.47,106,2595,2305,0.23,3.355,-290,2450,0.0225036970359416,"monthly issuance",4884.02432432433,4512.49090909091,5.16216216216216,7,900,34671,NA,NA,NA,NA,NA
"Female",1953,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,"monthly issuance",5105.97027027027,4662.2705882353,7.27027027027027,7,1100,33534.8,NA,NA,NA,NA,NA
"Female",1930,"Chrudim","east Bohemia",105606,53,8254,2.79,3.76,97,2166,2325,0.97,3.275,159,2245.5,0.0212629964206579,"monthly issuance",21015.1170731707,21226.5025641026,5.75609756097561,7,400,68840.6,NA,NA,NA,NA,NA
"Male",1923,"Kladno","central Bohemia",149893,67.4,9753,4.64,5.05,109,5244,5892,0.41,4.845,648,5568,0.0371464978351224,"monthly issuance",11961.5727272727,10484.1777777778,4,4,300,50503.6,NA,NA,NA,NA,NA
"Male",1945,"Kladno","central Bohemia",149893,67.4,9753,4.64,5.05,109,5244,5892,0.41,4.845,648,5568,0.0371464978351224,"monthly issuance",16305.8428571429,14810.44,3.71428571428571,4,800,58548.1,NA,NA,NA,NA,NA
"Male",1948,"Pardubice","east Bohemia",162580,72.8,9538,1.51,1.81,111,6079,5410,0.3,1.66,-669,5744.5,0.0353333743387871,"monthly issuance",7872.59090909091,7530.91111111111,4.72727272727273,4,300,35344.6,NA,NA,NA,NA,NA
"Female",1922,"Karvina","north Moravia",285387,89.9,10177,6.63,7.75,81,9878,10108,1.12,7.19,230,9993,0.0350156103816922,"monthly issuance",13970.8891891892,14277.2342857143,5.89189189189189,7,500,50657.9,NA,NA,NA,NA,NA
"Male",1924,"Brno - mesto","south Moravia",387570,100,9897,1.6,1.96,140,18721,18696,0.36,1.78,-25,18708.5,0.0482712800268339,"monthly issuance",14463.0384615385,14083.3454545455,3.92307692307692,5,600,58884.5,NA,NA,NA,NA,NA
"Female",1954,"Chrudim","east Bohemia",105606,53,8254,2.79,3.76,97,2166,2325,0.97,3.275,159,2245.5,0.0212629964206579,"monthly issuance",7130.43684210526,4991.56666666667,5.94736842105263,5,200,51323.7,NA,NA,NA,NA,NA
"Male",1950,"Novy Jicin","north Moravia",161227,69.7,8678,5.93,5.57,102,4980,4595,-0.359999999999999,5.75,-385,4787.5,0.0296941579264019,"monthly issuance",7077.23571428571,5418.76666666667,5.21428571428571,5,300,58934.4,NA,NA,NA,NA,NA
